sex,age,height,weight
F,56,1.59701548,72.43543371
F,33,1.62086743,68.62423899
F,38,1.623255485,83.61295143
F,53,1.776156497,84.65906997
M,18,1.811120684,103.7554038
F,35,1.693596174,49.78781115
M,49,1.723255432,108.3767083
F,66,1.753924342,92.83326939
F,24,1.688330187,46.87807473
F,27,1.682383947,89.66468446
M,41,1.710902267,71.99616457
F,40,1.636374132,87.68398789
M,51,1.818040961,56.33870389
M,21,1.81601387,74.93579362
M,50,1.769650152,74.58704442
F,27,1.649265278,86.49310221
M,67,1.792513593,90.72564122
M,67,1.730844473,79.53423457
M,18,1.877406049,99.56195533
F,48,1.688266727,43.12419411
F,57,1.676271822,76.59256185
M,32,1.758336463,68.51193295
F,16,1.576592363,73.09143133
female,14,1.552556818,189.0598447
F,69,1.565308715,56.75157366
F,45,1.554743104,44.15941399
F,49,1.669117044,96.51836387
F,61,1.710325331,103.3263941
F,57,1.570533482,77.6617102
M,56,1.880964594,91.24104639
M,53,1.685061846,103.3418028
F,57,1.61322351,69.9501523
F,15,1.656838929,50.29272437
M,37,1.913553399,99.99396898
M,26,1.793184717,56.08695214
M,68,1.64170284,44.14693308
female,23,1.63181697,152.3375175
M,44,1.757135193,67.519011
F,61,1.517059897,70.52873802
M,67,1.612911472,95.91611823
M,27,1.62636939,67.30583428
M,68,1.626555408,84.04386638
F,43,1.695462692,91.77888206
female,22,1.644142175,118.6094819
F,59,1.618051338,51.59382554
F,58,1.694135337,103.855471
F,70,1.645170229,81.54295556
F,67,1.593935195,86.97359146
M,21,1.858854107,69.92250472
F,38,1.574177422,73.20228118
M,26,1.892710016,77.68982887
F,69,1.734453284,64.50010965
F,25,1.684574216,47.90181126
F,22,1.570673481,66.83848901
M,44,1.80973155,56.87996668
M,17,1.694825728,82.78483102
M,20,1.717358745,57.63267702
M,47,1.829708243,72.81804534
female,29,1.528242607,106.139133
male,51,1.860075023,196.5392521
F,47,1.781519372,83.78155572
F,70,1.604748339,72.05957945
M,70,1.776526984,111.6419732
F,25,1.589685924,60.19778705
F,60,1.531728456,61.06857513
F,64,1.593808471,82.1765601
F,68,1.660866248,77.82410743
M,54,1.820197507,89.86662863
M,14,1.756143778,93.40919551
F,39,1.601713872,111.2911292
M,68,1.905745399,72.75232411
F,22,1.618445994,43.11261543
M,55,1.761279754,58.55823441
F,54,1.726636128,89.35307112
M,66,1.803123815,77.76766316
M,20,1.904810542,106.7494164
F,58,1.723524966,121.2922157
F,28,1.59535252,52.99897938
F,33,1.577934514,68.61031864
F,17,1.552987802,52.35526983
M,49,1.778674577,46.97595169
F,23,1.777146966,62.90219782
M,18,1.919918174,106.0435489
F,22,1.741980316,104.2211973
F,46,1.605484741,48.9046442
F,24,1.687371848,84.13328611
M,14,1.656313138,73.17596275
F,49,1.757532954,79.09857795
F,70,1.575565487,51.01073197
M,32,1.693544236,52.95434197
F,65,1.672042312,65.09322134
F,41,1.66867982,71.14717093
F,62,1.627831276,91.99308511
F,57,1.625276845,68.71670684
M,19,1.648867579,76.47842562
female,34,1.707988074,238.9029787
F,34,1.719121415,86.97250756
M,48,1.771144099,97.86081041
M,25,1.685843052,91.76792582
M,15,1.736105767,100.6975466
M,65,1.6105205,76.37522827
M,40,1.777801702,63.3096806
M,39,1.751145847,103.6114332
female,60,1.596856831,149.2747153
F,27,1.709162319,81.58827764
M,32,1.771666735,91.65721324
M,39,1.716542399,78.58336637
M,23,1.780214186,110.1760807
M,63,1.735533906,87.92216049
F,36,1.548610228,59.99623705
F,62,1.620719062,87.97385597
F,47,1.649773051,80.6693168
F,25,1.627846055,54.85066823
F,59,1.588397952,86.7621212
F,30,1.573787107,104.7964715
F,50,1.665811219,90.19284099
M,68,1.665623802,64.40586318
M,47,1.828407023,104.9807439
F,45,1.605446443,81.31955848
F,50,1.758755235,108.7142432
male,17,1.705625052,179.2871343
M,69,1.893031106,124.3145894
M,31,1.649677148,68.2352512
F,42,1.542175405,75.19281055
F,55,1.613522579,63.97869968
M,69,1.716358252,99.71127068
M,49,1.810395526,92.74738441
F,62,1.607751235,61.38187557
M,18,1.695211633,108.4649987
F,56,1.677078502,78.28523507
M,17,1.758205388,125.1318299
M,51,1.570709122,68.89299984
M,32,1.712678841,67.94300635
F,48,1.714206434,93.87842601
M,37,1.892177195,105.0616285
F,46,1.601154114,71.62766729
M,66,1.850984763,101.5593139
F,35,1.721063698,70.69615085
M,52,1.803461732,86.80746835
F,45,1.6328363,80.67210157
F,29,1.729319925,88.4937758
M,53,1.668553648,66.27305657
F,32,1.487020965,62.94750772
M,26,1.67120549,90.33842671
F,27,1.642818241,65.57480357
M,24,1.764927046,65.29688704
M,20,1.717830184,78.18823676
M,28,1.87450332,95.52875141
F,65,1.655700392,85.44451761
F,69,1.759266388,60.05063277
F,46,1.681298952,59.42981147
M,24,1.910428162,111.11995
M,16,1.711565226,60.58073121
female,44,1.616545604,206.4231012
F,42,1.714053794,89.09704073
M,35,1.784626232,93.01429489
F,47,1.59832944,65.45989343
M,22,1.862829018,145.7410864
M,43,1.90611705,133.2190635
M,21,1.729032283,86.15777245
F,34,1.71053648,113.8837367
F,40,1.658824139,69.44842449
F,23,1.642044039,67.75811158
F,55,1.652133611,114.2736171
F,66,1.637076954,104.7747953
M,59,1.886393879,65.56992993
M,65,1.668768948,92.13446614
M,37,1.813128901,102.0396584
F,30,1.739302185,98.93287915
F,32,1.513735522,68.88267548
F,58,1.652949629,63.10104351
female,24,1.703907918,186.4092353
F,39,1.600397939,54.95660885
M,61,1.738508805,88.36553138
M,31,1.925975624,108.7687274
F,54,1.702788092,74.17321411
F,30,1.480792686,48.80545646
F,69,1.625753335,99.70976503
M,36,1.670918976,79.99163256
F,59,1.667926788,73.01773771
M,37,1.727789521,72.2229752
M,63,1.875696722,79.62296002
F,53,1.607602425,90.91477983
M,14,1.834963978,77.35007569
F,67,1.577444028,78.45652827
M,52,1.824362849,93.21832102
F,26,1.695707439,84.63735035
F,57,1.731423358,58.97381741
male,17,1.738891288,216.3765826
M,22,1.778726776,100.0453795
F,60,1.655352074,115.0769854
F,51,1.686062758,81.33939908
F,40,1.607615311,77.66732776
F,15,1.735115172,130.3080477
F,21,1.619110075,93.83214929
F,55,1.778957294,94.74265805
F,48,1.743120332,89.59102952
M,35,1.898588596,101.323306
M,53,1.74676675,91.21995447
F,31,1.713203788,67.67295237
M,44,1.733981133,55.15718939
M,53,1.795644746,118.2528675
M,26,1.659069582,59.12633994
male,69,1.693700705,134.2869073
F,27,1.549279602,77.88648089
M,70,1.824575884,67.26327274
F,19,1.617428918,80.6529414
M,48,1.734518472,93.33147604
F,28,1.549278501,81.60191579
male,49,1.662537057,172.0367479
M,52,1.71952154,74.56961808
F,48,1.635175545,89.73800209
M,55,1.864736831,99.26319746
M,46,1.88687944,73.78081581
F,19,1.583718814,73.89422153
M,51,1.967447423,123.6142686
M,25,1.770090746,91.79239066
F,50,1.567405472,83.58676331
F,28,1.554830159,31.64072975
M,58,1.676022153,67.58692257
M,37,1.724375001,108.0482832
M,70,1.639526734,86.56926441
F,48,1.694138969,67.8592631
F,34,1.637783085,62.93890574
F,36,1.671616048,75.74691229
M,20,1.781526465,79.66302304
F,18,1.705013231,81.07489462
M,58,1.777505677,101.39113
F,38,1.687129014,101.8508281
F,40,1.660183229,56.72745006
F,42,1.572889235,85.19318569
M,32,1.820400186,126.6616853
F,24,1.713384949,69.88710917
M,42,1.866064647,116.154719
F,19,1.823167941,108.5141365
M,22,1.787706734,45.39444307
M,64,1.855866592,111.8044046
female,63,1.734722029,200.385344
F,43,1.67566026,71.2680154
F,53,1.63085939,83.24923239
M,45,2.024212746,103.2533352
M,65,1.690930327,118.7598713
M,33,1.931438682,104.3154908
F,37,1.754193289,81.88757482
M,46,1.603723564,72.54474207
F,19,1.640862215,88.51289226
M,47,1.672951407,69.05141673
M,18,1.635518658,64.26453714
M,45,1.689884068,72.62821092
M,19,1.720746973,76.58795327
F,46,1.479809416,53.67545912
M,57,1.619049896,82.30829703
M,41,1.766560894,63.65170916
M,35,1.906444954,81.93317515
F,54,1.646922187,69.26043034
F,65,1.741364797,52.29855502
F,23,1.676086812,58.10656458
F,61,1.627737483,69.54187865
M,14,1.620443711,44.11395995
M,70,1.643553613,59.41625585
F,42,1.629043487,64.08647234
M,22,1.674950195,73.74575282
F,18,1.634499055,56.17833806
M,54,1.798069786,95.79006589
F,70,1.501009061,67.44985363
female,59,1.576648177,70.23798541
M,62,1.904416807,96.83432019
F,31,1.619194894,57.9562829
M,59,1.653868292,70.21257332
F,15,1.687950964,80.93401218
F,21,1.642449819,71.14035585
F,53,1.680812686,76.73023676
M,23,1.899934671,129.6497319
F,60,1.662864769,72.54855101
M,55,1.831482633,97.95744578
F,27,1.672998496,52.45361058
male,53,1.928334566,197.8182108
F,33,1.532734202,72.13390691
F,37,1.712443631,85.02928092
F,52,1.574442539,54.69721572
M,20,1.618745407,103.1404192
M,29,1.796475471,67.13468344
M,37,1.744573213,87.97317535
F,61,1.737844025,65.40522969
M,35,1.784161668,90.61462924
F,43,1.670149689,33.846842
F,24,1.641989917,48.94261725
M,69,1.739971719,114.9637822
M,42,1.784694508,55.61254105
F,67,1.642571949,90.05537825
F,62,1.533942222,49.48639529
F,55,1.659682146,66.35598299
F,68,1.609706215,86.70423581
F,57,1.683919219,80.53267278
F,66,1.612413265,83.71322467
M,55,1.670210614,101.348618
F,52,1.691648769,81.33170498
M,42,2.014490532,73.87204863
F,43,1.694114366,49.52208212
F,17,1.530400118,57.56427098
M,47,1.766301442,88.07585281
M,57,1.638920243,80.54861551
M,25,1.674092146,115.4413154
F,49,1.720903445,60.06811161
F,33,1.672462235,90.05766669
M,46,1.772788063,65.98366592
F,48,1.701133802,58.86193326
M,29,1.842548647,102.9128265
M,44,1.872954573,113.7259142
F,39,1.784297619,102.4846217
F,48,1.558918406,52.86298872
F,58,1.716906005,101.063824
M,16,1.823487677,59.59872899
F,50,1.769039935,91.53851955
F,37,1.539206397,81.99230264
F,48,1.713641839,93.11692063
F,14,1.721438923,95.10123705
M,53,1.839654324,93.53187215
M,21,1.739853482,75.91059158
M,34,1.766696569,75.99619972
M,46,1.819535541,91.4704379
M,23,1.814458864,84.2059845
female,55,1.614283686,72.02791909
F,62,1.698451735,65.32516282
M,14,1.632244579,88.83166995
M,29,1.863424993,100.1073414
F,69,1.578663948,68.03188029
F,36,1.731102364,70.81599569
female,25,1.670014543,134.0590895
M,37,1.877579532,97.82360604
M,55,1.792441633,108.0117036
M,68,1.594271209,82.26061478
F,63,1.752804738,100.0436544
F,33,1.70965925,80.28415714
M,39,1.802761784,115.0840969
M,34,1.812578002,109.8604091
M,15,1.793408325,95.4891618
F,15,1.565118793,74.87779061
F,62,1.642788769,109.9563798
M,40,1.646650748,65.64580566
F,69,1.687365239,79.29978614
F,45,1.657551275,73.31442259
F,30,1.698982789,96.83039948
M,57,1.748697547,120.9359901
F,31,1.637466793,79.11061555
F,31,1.553750017,45.22481818
M,34,1.721682369,69.73307517
F,38,1.615568379,71.49083969
F,15,1.668564163,41.39899928
M,45,1.809741904,87.12956236
F,24,1.723539656,91.73268745
female,55,1.62254642,183.1961647
F,32,1.539256391,83.14147
female,70,1.511688817,155.9929837
M,39,1.843413662,112.6760577
F,58,1.641388867,95.57062486
M,38,1.791540519,122.3336857
M,23,1.758609562,91.60226685
F,65,1.636227091,47.23926635
F,61,1.702844954,115.3893371
M,28,1.749579897,101.6676571
M,36,1.850583212,71.7519614
F,24,1.667890537,85.05135117
F,45,1.716832235,61.3783731
M,16,1.764790799,70.18100655
female,29,1.735806732,164.6271408
M,26,1.854432945,65.30699327
F,42,1.619649775,61.64435262
M,69,1.627398844,54.11741161
M,17,1.867779313,109.2961687
F,70,1.73847293,80.2019265
F,44,1.628076685,61.50925488
F,56,1.680454334,76.08075862
F,26,1.607109096,60.97658974
M,70,1.720406642,68.0622756
F,17,1.576298111,66.44764337
F,22,1.667027295,84.22185509
M,41,1.866785525,99.40209966
F,49,1.667145594,92.57717224
M,22,1.678090477,77.96530365
M,31,1.760579506,79.64528438
M,65,1.801792006,104.6281944
F,40,1.66268035,85.09759087
F,14,1.453677893,53.78550104
M,42,1.757578259,65.54067586
male,43,1.611965573,152.9560992
F,41,1.537021201,56.78913864
M,52,1.723038948,97.93654437
F,58,1.564604251,37.80090503
F,35,1.698456823,73.67714796
M,52,1.685530225,95.94191083
M,65,1.795265127,128.6456478
F,47,1.688423731,60.75844328
F,51,1.644596815,44.22658141
F,63,1.653199866,66.35002531
M,31,1.810691742,96.2946612
F,69,1.617284689,98.99390251
F,35,1.766159749,94.02490186
M,53,1.978260623,102.4348954
F,38,1.688488561,77.00109579
F,60,1.696770825,57.74372824
M,60,1.704310762,72.43826372
F,69,1.601206942,67.27005495
F,66,1.695775247,56.89895044
M,27,1.766275375,91.46245558
M,50,1.856595579,103.2736288
M,17,1.763968442,59.86410943
M,29,2.013250732,110.4137922
M,40,1.689561052,52.29101789
M,65,1.816473565,100.9229107
F,41,1.542531827,47.55349667
F,41,1.712743134,85.54705312
M,54,1.634997971,69.72587799
M,31,1.862652725,95.38397731
M,39,1.792589286,89.1720874
M,57,1.847931811,77.50960386
F,25,1.573772885,86.98322369
M,54,1.729646371,90.86691514
F,56,1.68807141,74.78262968
F,22,1.551089506,102.4955594
F,30,1.592616779,90.66179132
M,67,1.652651811,57.68096191
F,48,1.548655138,53.8411018
F,59,1.700551332,104.0450654
M,31,1.951939591,110.3679744
F,54,1.618361375,88.69427155
F,40,1.660174147,71.16459709
M,65,1.743079595,95.10532658
F,20,1.640346138,91.05982201
M,18,1.763951328,93.5362363
F,37,1.562056606,72.2340463
M,28,1.844843549,93.1454262
F,47,1.609909794,84.54086234
F,30,1.65186486,57.95375302
F,46,1.679696599,83.44993089
M,35,1.70373773,80.4692141
M,26,1.846104684,113.1966086
M,17,1.6725483,99.14117394
M,29,1.772352017,70.37420506
M,35,1.690529312,93.55116787
M,60,1.743445573,92.76307332
M,30,1.88743797,89.73795977
F,63,1.564637763,77.16982261
F,22,1.552923636,51.55414415
M,65,1.709359108,84.07577498
M,41,1.739516249,58.13616668
F,64,1.643590304,71.10517553
M,36,1.789254541,82.4019973
F,38,1.526835547,59.73029237
F,47,1.620301776,62.81255284
M,37,1.770726278,49.56514865
F,62,1.648230415,78.44767563
F,53,1.582957663,75.92961088
M,25,1.74028207,86.28272619
female,39,1.702621281,163.4804622
M,59,1.76427957,84.77288548
F,32,1.689226623,90.24334316
female,44,1.60903879,89.77825467
F,53,1.724432453,94.91459843
M,36,1.783868302,72.94733391
M,42,1.844724696,119.5567104
F,66,1.694367932,77.59642256
F,64,1.630066571,85.59828481
M,29,1.796682471,89.59496406
F,54,1.670273258,70.21344332
M,56,1.711694185,77.06741111
F,33,1.752491526,107.7031734
M,41,1.833384914,126.8550621
F,33,1.642410952,72.45235856
F,66,1.63968548,30.49310476
M,29,1.774120618,96.53970244
F,57,1.640758478,65.72073892
M,20,1.932212437,137.8109335
F,57,1.666611906,57.64662827
M,60,1.696897818,103.3462775
F,53,1.643803402,90.59531788
M,54,1.840381552,84.05306746
F,44,1.640488843,88.79929582
F,41,1.617288416,66.22572301
M,36,1.817149577,94.12099418
F,24,1.617360563,91.96523733
F,30,1.585774884,36.84793966
F,46,1.618366185,73.23484176
female,47,1.661825558,214.3138429
F,52,1.637873857,62.87441867
M,70,1.561987765,71.53135478
F,69,1.676206548,54.06967437
M,54,1.834643736,120.5686217
F,54,1.660316486,46.74524403
F,22,1.722409519,88.62420027
F,27,1.626375475,73.64597549
F,64,1.560243968,76.8087568
F,61,1.741446095,78.34581446
M,14,1.579574104,40.48783276
F,24,1.628047582,75.4384271
M,66,1.771765418,101.6973162
F,32,1.785163242,79.41053397
F,60,1.548812335,81.5339161
F,46,1.642487896,63.65206012
male,17,1.779645102,110.0216735
M,21,1.819229414,101.4808853
F,50,1.597501007,75.09637299
M,61,1.818176958,45.98071089
M,14,1.667103694,67.56846238
M,17,1.815557897,84.91894707
F,52,1.614543003,61.00491116
F,29,1.619294952,74.66197827
M,70,1.699298029,90.21738587
F,60,1.615619114,89.5085437
M,29,1.680099088,66.881155
M,22,1.805611959,108.0489754
M,20,1.771418073,79.24908704
F,38,1.615201704,79.57987158
F,22,1.608939467,64.01318697
F,16,1.579763129,52.26273103
M,43,1.785901503,112.5245981
F,50,1.574233279,46.86810841
M,66,1.835378145,73.01968892
F,62,1.66810767,67.09929472
M,59,1.828447383,56.58726709
F,61,1.642798632,68.6475004
F,29,1.617129536,63.8195325
F,43,1.582793445,56.84029164
M,43,1.776131988,94.92357727
M,55,1.935722138,120.7054846
F,17,1.728553098,83.46343076
M,62,1.847485252,110.484034
F,31,1.597599265,71.88030387
M,20,1.755153104,90.81906611
F,23,1.702498377,74.84369608
F,45,1.649749964,39.32192423
M,30,1.90192384,45.28725461
male,55,1.875894738,253.4642699
F,28,1.549977359,39.86192974
M,56,1.773151893,110.2108581
M,28,1.731401925,100.3343719
M,57,1.76734171,76.01786289
F,21,1.601471446,50.84828196
F,51,1.749542485,62.24605154
M,39,1.827760852,131.0890993
M,65,1.784129757,94.23611466
F,69,1.598968265,78.86729999
M,21,1.867916098,89.6637072
M,45,1.702794737,77.38341313
F,46,1.621710409,68.1860278
M,50,1.813199297,87.15870993
F,57,1.637841649,58.42413938
F,33,1.665806022,81.26747168
M,46,1.859907742,90.73682187
F,65,1.669323276,93.50198451
F,53,1.635046599,59.69316444
F,37,1.661752569,86.93600215
male,57,1.81564502,209.1180494
M,60,1.698187505,95.9399442
M,68,1.783303894,80.20289863
F,54,1.751578832,82.67635325
F,21,1.652662167,69.83603189
F,24,1.57832051,91.31275697
F,52,1.585291294,53.98444965
F,45,1.702812561,43.71831092
F,36,1.651296181,88.74147238
M,25,1.734574456,121.5338429
M,14,1.763625261,85.20995764
M,38,1.703527633,109.0615188
M,29,1.776708564,75.69527177
F,55,1.611578924,70.19801239
M,44,1.837775565,79.69250528
M,40,1.753986573,97.681132
M,60,1.860450059,104.0540124
M,29,1.822924552,90.01546033
F,66,1.776701405,120.4549012
M,28,1.69963703,81.70156068
F,70,1.633159061,86.45956001
F,57,1.577837677,42.33267366
M,50,1.687862608,80.21700858
F,40,1.574899649,58.79085115
M,37,1.852586574,76.36320981
F,17,1.660993864,88.86241503
M,67,1.746517075,86.98373663
female,65,1.72110655,212.2749736
F,26,1.711703294,81.21938429
F,53,1.800013925,76.02509957
M,39,1.872626013,101.1613757
F,64,1.656990753,66.11633013
M,40,1.921609994,76.95000488
M,62,1.821016958,109.0377802
F,27,1.723851099,85.04360551
M,38,1.79802597,83.94248631
F,59,1.55590011,42.41202768
F,67,1.64541405,51.40028297
M,59,1.706027815,78.82990479
F,15,1.664565638,95.75237089
M,20,1.860662266,115.2382358
F,67,1.601190162,71.65565595
M,65,1.766172751,73.92114352
M,68,1.602882755,63.76310675
M,19,1.704213768,108.4957402
M,22,1.680427676,57.65236679
M,35,1.791961512,78.22826384
M,47,1.752867923,85.28081221
M,38,1.948045841,38.15906693
F,49,1.704049007,86.80722083
M,70,1.755001331,87.45087959
F,23,1.669563882,77.25417373
M,62,1.635411009,100.2292453
M,26,1.737863452,48.41568318
M,68,1.780182309,88.17871584
F,61,1.701608367,85.39519486
F,41,1.574545265,53.84914581
F,32,1.716870606,86.05449061
M,40,1.892291013,132.590251
female,30,1.633209188,143.5340414
F,36,1.522664559,58.00171542
F,28,1.691405602,74.40899487
F,68,1.717153539,80.81554993
M,60,1.845503399,112.9845612
male,65,1.720712956,144.113344
M,37,1.686334694,85.47929269
M,16,1.751011307,82.17970728
F,39,1.61430913,55.36240492
M,61,1.747311636,124.7866555
F,27,1.632152596,86.97326295
M,38,1.772390172,96.07083177
F,41,1.728492427,73.5126246
M,15,1.760688765,76.35305732
F,29,1.678003591,71.36042293
male,38,1.799435248,126.2775113
F,32,1.617307809,68.699193
F,18,1.70687593,122.5727029
M,18,1.633841655,97.94580754
M,58,1.759541034,99.44348682
female,33,1.659453108,191.0729148
M,48,1.78914081,94.33376025
M,30,1.674337515,109.3903046
F,37,1.724977074,87.03345378
male,59,1.685778221,179.0554003
F,16,1.571984176,77.36742813
F,59,1.632141583,70.56584623
M,44,1.723315764,101.6426644
F,54,1.638786207,57.72924398
M,41,1.812918979,108.6747247
F,51,1.614358299,81.75807837
F,28,1.673045083,68.58490505
F,24,1.792457784,74.30114727
F,26,1.719077583,106.4312442
F,40,1.60607523,75.85107098
M,21,1.758510839,81.84036501
F,48,1.701377458,89.8377813
male,22,1.653861463,199.0271566
M,58,1.730262278,88.4146906
F,22,1.684733838,72.85068289
female,54,1.564263298,154.8204323
M,16,1.832405235,114.9575661
M,42,1.789356771,85.48950956
male,42,1.691150026,206.5500968
M,59,1.779236968,83.67709494
M,48,1.782015066,98.74492889
M,45,1.723491678,78.42966622
M,70,1.827069079,92.20799952
female,21,1.560952035,135.7483254
F,39,1.603490107,50.06426691
F,47,1.720032233,72.6832492
female,40,1.674033868,195.1234769
F,25,1.657778165,57.48088942
M,24,1.777789772,76.02651248
M,29,1.813916278,86.87697078
F,14,1.675999333,79.47646081
F,58,1.54353042,63.54576966
F,32,1.698462448,77.65105852
F,61,1.767445579,92.35950978
F,45,1.630918157,97.49786126
M,44,1.751760197,100.6762068
F,52,1.73482609,98.78756106
M,21,1.848429808,108.8049045
female,61,1.739687514,174.7718212
F,36,1.625101572,98.98096264
F,29,1.687436933,105.6808275
M,52,1.839082506,72.20728192
M,40,1.889747427,82.20654592
M,46,1.696215822,95.27887379
M,26,1.652974365,78.84946547
M,39,1.954823655,127.3490438
M,24,1.523520299,80.57500597
F,70,1.660646302,62.06802589
F,39,1.623039902,101.7138091
F,30,1.508031013,72.31863011
F,54,1.640916446,101.4437832
F,30,1.723420838,87.98538689
F,17,1.625903536,76.87207968
M,37,1.701298351,88.30897046
M,70,1.829410078,48.08265978
M,67,1.706203483,105.0818006
F,62,1.710233481,68.72703686
F,49,1.58541023,71.18837197
M,29,1.776358614,101.7604489
F,62,1.706193096,84.57488283
M,18,1.868292247,53.18466155
M,49,1.679103495,84.95124598
M,60,1.643271108,91.49857378
M,70,1.775262511,76.79852513
F,61,1.647616899,77.58898971
F,51,1.6451924,105.0689478
M,52,1.627159545,72.25793246
F,28,1.646927432,109.5511204
female,53,1.783428018,173.838855
F,45,1.719464962,49.82344122
M,18,1.94213627,86.80987474
F,51,1.710045642,56.61545114
M,48,1.744461339,94.61921382
F,17,1.588112313,56.43275065
M,22,1.802967322,95.47836346
F,24,1.646851253,50.14833627
M,61,1.772181785,77.38564861
F,50,1.642280495,42.50608133
male,33,1.880540463,183.4677391
M,33,1.800848947,109.6213146
M,55,1.808477812,83.14112873
F,19,1.66206953,56.7872799
M,40,1.683154516,87.53056493
M,22,1.73855419,58.16824111
F,30,1.648369978,106.652267
F,59,1.581999469,74.33987399
M,53,1.873232423,94.75634879
M,62,1.929009456,151.7132498
F,14,1.625918541,68.69587705
M,14,1.661268305,90.91987071
F,20,1.652592171,79.6294465
M,55,1.824378385,121.298954
F,59,1.588556698,119.8570333
F,41,1.615850985,73.05916886
M,44,1.759025048,63.39715111
M,65,1.665679919,57.56255682
F,61,1.718173816,80.58989675
M,62,1.723779808,59.8828286
F,20,1.671963633,122.147705
F,56,1.715774707,99.71287088
F,43,1.506977773,59.4112536
M,36,1.754098616,118.8887328
male,51,1.804160235,219.1660874
F,36,1.525182568,44.09520037
F,36,1.715734366,73.29758379
M,65,1.756380124,74.28076163
M,32,1.75013751,64.03754351
F,67,1.546896941,93.25763512
F,36,1.652226052,83.68042709
male,33,1.636934404,121.9058087
F,60,1.593965838,92.60458443
M,31,1.732658711,90.63445078
male,36,1.781269564,148.0861424
F,70,1.666095547,91.47825689
F,48,1.594918454,49.57768653
F,61,1.576996276,60.80271405
M,47,1.845062665,93.0874867
M,47,1.913945878,92.93720102
M,15,1.761412663,113.7120766
F,16,1.663361438,93.28666169
M,52,1.730913213,61.70341824
F,43,1.604696452,76.00815998
F,20,1.712035727,85.10239922
male,36,1.953046167,296.7763364
M,62,1.652131656,90.59410312
F,29,1.654191316,70.19369735
M,47,1.917642916,125.2856005
M,63,1.773378655,74.22788699
F,47,1.510151731,64.54728489
F,21,1.603473114,85.59030735
F,47,1.675420875,54.49944177
F,66,1.654265916,73.87771574
F,63,1.67629169,89.85214015
M,62,1.695800356,71.0808659
M,61,1.814337034,75.37702579
female,22,1.627247869,208.348532
F,16,1.663007349,55.15865679
F,69,1.64297545,93.68018761
F,25,1.716912119,102.5088552
M,18,1.778334623,102.0825917
F,35,1.64090656,56.31003454
F,22,1.683885838,67.14498394
F,28,1.61243352,77.76549018
M,31,1.898319982,126.6019355
M,15,1.756587966,61.31972325
F,33,1.682680497,59.77659165
F,47,1.510861703,53.10158831
M,33,1.811887009,96.54956769
F,40,1.611468205,78.63323751
F,63,1.560022208,68.22832659
F,70,1.722219053,45.1196899
M,29,1.756372043,28.73517329
female,54,1.650949509,195.3753857
F,18,1.640333561,78.74773137
F,43,1.653305235,76.34475324
F,38,1.693706764,70.31171099
M,40,1.621704604,65.97361687
M,14,1.681196388,76.14711186
F,29,1.677873035,97.25014433
M,20,1.619053817,66.97102007
M,19,1.825369052,106.8672045
M,46,1.673332587,76.78889767
M,45,1.841089735,89.54905975
F,67,1.722521142,80.58220719
female,35,1.574546129,118.1116693
M,60,1.839610535,118.039075
F,55,1.637507812,66.73693734
M,69,1.662178822,42.32217316
M,44,1.744015857,72.29962087
F,67,1.629861247,68.71535554
F,66,1.706222252,72.73814604
M,36,1.675384954,81.90304822
M,47,1.832681749,134.0817056
M,61,1.768089186,78.40959297
F,19,1.637179475,91.48464826
M,60,1.801993496,85.47433099
M,43,1.739742344,77.97870405
M,32,1.911280609,74.25263406
M,47,1.924962026,112.4854817
F,21,1.591842431,42.15093905
F,20,1.614755236,65.80950556
M,20,1.730601282,57.87911442
F,54,1.669252922,103.7862948
M,33,1.793516551,87.46682739
F,31,1.649910858,92.43428667
F,24,1.629300246,77.53625093
F,54,1.699033225,98.63644604
M,27,1.73965667,77.86273854
F,39,1.671852713,89.66363056
M,68,1.931068264,91.55665972
F,57,1.710102707,110.9315524
F,51,1.691790142,74.14380791
M,67,1.768170829,65.21377671
M,63,1.673815382,70.39419832
M,16,1.678822645,86.90746383
M,24,1.797739569,99.00916974
M,44,1.752218836,64.92653584
M,34,1.841778942,111.3649102
F,34,1.54830319,47.09679941
female,37,1.640154786,146.338017
F,47,1.745563787,99.26611997
M,67,1.751191667,131.6848619
M,48,1.614312755,76.44028752
F,60,1.741600579,99.46968171
M,30,1.776170798,113.4788889
M,65,1.748890675,83.05601701
M,57,1.77055202,81.58521474
F,61,1.642049512,77.54415224
F,42,1.540356207,84.01280276
M,69,1.619606227,78.86628178
F,59,1.55332553,77.65857055
F,36,1.639664704,69.27695656
M,32,1.824714157,70.86468311
F,47,1.607290742,92.28442845
M,64,1.861644208,91.51732604
female,39,1.611233207,150.4402035
F,61,1.555837541,54.57567377
F,39,1.67905421,74.44947742
F,67,1.68882655,92.68454454
M,32,1.615470835,62.51285639
male,38,1.819743846,121.5950034
F,62,1.817802097,94.1103498
F,20,1.603859231,80.77076139
M,55,1.842966661,108.7465882
M,19,1.815842511,78.93018726
female,57,1.707844257,156.0044616
F,54,1.726913505,69.50965929
M,19,1.787771402,52.11427341
male,50,1.853925732,273.6542666
M,44,1.750317405,66.22037634
M,29,1.715777881,96.96046853
female,40,1.708746539,200.5561063
F,53,1.555238501,56.56982974
M,20,1.661816617,79.35314211
F,69,1.672513819,68.54802615
M,19,1.649600262,76.4410556
female,53,1.565505671,154.1020583
F,67,1.63498227,64.16496239
M,61,1.783044104,92.85056972
